sep=,
org_x,org_y,org_z,hit,hit_x,hit_y,hit_z
4,-5.4,1,1,4,-5.4,-0.845704
4.2,-5.4,1,1,4.2,-5.4,-0.962763
4.4,-5.4,1,1,4.4,-5.4,-1.24523
4.6,-5.4,1,1,4.6,-5.4,-1.5271
4.8,-5.4,1,1,4.8,-5.4,-1.5271
5,-5.4,1,1,5,-5.4,-1.5271
5.2,-5.4,1,1,5.2,-5.4,-1.57924
5.4,-5.4,1,1,5.4,-5.4,-1.86171
5.6,-5.4,1,1,5.6,-5.4,-1.9942
5.8,-5.4,1,1,5.8,-5.4,-1.71173
6,-5.4,1,1,6,-5.4,-1.42926
6.2,-5.4,1,1,6.2,-5.4,-1.21623
6.4,-5.4,1,1,6.4,-5.4,-1.21623
6.6,-5.4,1,1,6.6,-5.4,-1.21623
6.8,-5.4,1,1,6.8,-5.4,-1.21623
7,-5.4,1,1,7,-5.4,-1.21623
7.2,-5.4,1,1,7.2,-5.4,-1.21623
7.4,-5.4,1,1,7.4,-5.4,-1.17527
7.6,-5.4,1,1,7.6,-5.4,-0.892804
7.8,-5.4,1,1,7.8,-5.4,-0.877161
8,-5.4,1,1,8,-5.4,-0.877161
8.2,-5.4,1,1,8.2,-5.4,-0.877161
8.4,-5.4,1,1,8.4,-5.4,-0.877161
8.6,-5.4,1,1,8.6,-5.4,-0.877161
8.8,-5.4,1,1,8.8,-5.4,-0.644023
9,-5.4,1,1,9,-5.4,-0.634087
9.2,-5.4,1,1,9.2,-5.4,-0.634087
9.4,-5.4,1,1,9.4,-5.4,-0.634087
9.6,-5.4,1,1,9.6,-5.4,-0.634087
9.8,-5.4,1,1,9.8,-5.4,-0.768328
-10,-5.2,1,1,-10,-5.2,-0.961697
-9.8,-5.2,1,1,-9.8,-5.2,-0.92527
-9.6,-5.2,1,1,-9.6,-5.2,-0.677669
-9.4,-5.2,1,1,-9.4,-5.2,-0.539381
-9.2,-5.2,1,1,-9.2,-5.2,-0.539381
-9,-5.2,1,1,-9,-5.2,-0.539381
-8.8,-5.2,1,1,-8.8,-5.2,-0.539381
-8.6,-5.2,1,1,-8.6,-5.2,-0.734682
-8.4,-5.2,1,1,-8.4,-5.2,-1.01715
-8.2,-5.2,1,1,-8.2,-5.2,-1.29962
-8,-5.2,1,1,-8,-5.2,-1.58209
-7.8,-5.2,1,1,-7.8,-5.2,-1.86456
-7.6,-5.2,1,1,-7.6,-5.2,-1.68825
-7.4,-5.2,1,1,-7.4,-5.2,-1.40578
-7.2,-5.2,1,1,-7.2,-5.2,-1.12331
-7,-5.2,1,1,-7,-5.2,-0.878708
-6.8,-5.2,1,1,-6.8,-5.2,-0.878708
-6.6,-5.2,1,1,-6.6,-5.2,-0.878708
-6.4,-5.2,1,1,-6.4,-5.2,-0.878708
-6.2,-5.2,1,1,-6.2,-5.2,-0.86422
-6,-5.2,1,1,-6,-5.2,-0.726599
-5.8,-5.2,1,1,-5.8,-5.2,-0.726599
-5.6,-5.2,1,1,-5.6,-5.2,-0.726599
-5.4,-5.2,1,1,-5.4,-5.2,-0.726599
-5.2,-5.2,1,1,-5.2,-5.2,-0.537295
-5,-5.2,1,1,-5,-5.2,-0.254825
-4.8,-5.2,1,1,-4.8,-5.2,-0.0398736
-4.6,-5.2,1,1,-4.6,-5.2,-0.310115
-4.4,-5.2,1,1,-4.4,-5.2,-0.592585
-4.2,-5.2,1,1,-4.2,-5.2,-0.875056
-4,-5.2,1,1,-4,-5.2,-1.15753
-3.8,-5.2,1,1,-3.8,-5.2,-1.23336
-3.6,-5.2,1,1,-3.6,-5.2,-0.950886
-3.4,-5.2,1,1,-3.4,-5.2,-0.727825
-3.2,-5.2,1,1,-3.2,-5.2,-0.727825
-3,-5.2,1,1,-3,-5.2,-0.727825
-2.8,-5.2,1,1,-2.8,-5.2,-0.727825
-2.6,-5.2,1,1,-2.6,-5.2,-0.727825
-2.4,-5.2,1,1,-2.4,-5.2,-0.743934
-2.2,-5.2,1,1,-2.2,-5.2,-0.862069
-2,-5.2,1,1,-2,-5.2,-0.862069
-1.8,-5.2,1,1,-1.8,-5.2,-1.02414
-1.6,-5.2,1,1,-1.6,-5.2,-1.02414
-1.4,-5.2,1,1,-1.4,-5.2,-0.872323
-1.2,-5.2,1,1,-1.2,-5.2,-0.814912
-1,-5.2,1,1,-1,-5.2,-0.814912
-0.8,-5.2,1,1,-0.8,-5.2,-0.814912
-0.6,-5.2,1,1,-0.6,-5.2,-0.814912
-0.4,-5.2,1,1,-0.4,-5.2,-0.814912
-0.2,-5.2,1,1,-0.2,-5.2,-0.822498
0,-5.2,1,1,0,-5.2,-1.10497
0.2,-5.2,1,1,0.2,-5.2,-1.21566
0.4,-5.2,1,1,0.4,-5.2,-1.21566
0.6,-5.2,1,1,0.6,-5.2,-1.24995
0.8,-5.2,1,1,0.8,-5.2,-1.42584
1,-5.2,1,1,1,-5.2,-1.42584
1.2,-5.2,1,1,1.2,-5.2,-1.42584
1.4,-5.2,1,1,1.4,-5.2,-1.42496
1.6,-5.2,1,1,1.6,-5.2,-1.14249
1.8,-5.2,1,1,1.8,-5.2,-1.03691
2,-5.2,1,1,2,-5.2,-1.03691
2.2,-5.2,1,1,2.2,-5.2,-1.03691
2.4,-5.2,1,1,2.4,-5.2,-0.923129
2.6,-5.2,1,1,2.6,-5.2,-0.923129
2.8,-5.2,1,1,2.8,-5.2,-0.923129
3,-5.2,1,1,3,-5.2,-0.923129
3.2,-5.2,1,1,3.2,-5.2,-0.923129
3.4,-5.2,1,1,3.4,-5.2,-0.923129
3.6,-5.2,1,1,3.6,-5.2,-0.927131
3.8,-5.2,1,1,3.8,-5.2,-1.12818
4,-5.2,1,1,4,-5.2,-1.12818
4.2,-5.2,1,1,4.2,-5.2,-1.12818
4.4,-5.2,1,1,4.4,-5.2,-1.24523
4.6,-5.2,1,1,4.6,-5.2,-1.5277
4.8,-5.2,1,1,4.8,-5.2,-1.80957
5,-5.2,1,1,5,-5.2,-1.80957
5.2,-5.2,1,1,5.2,-5.2,-1.80957
5.4,-5.2,1,1,5.4,-5.2,-1.86171
5.6,-5.2,1,1,5.6,-5.2,-1.9942
5.8,-5.2,1,1,5.8,-5.2,-1.71173
6,-5.2,1,1,6,-5.2,-1.4987
6.2,-5.2,1,1,6.2,-5.2,-1.4987
6.4,-5.2,1,1,6.4,-5.2,-1.4987
6.6,-5.2,1,1,6.6,-5.2,-1.4987
6.8,-5.2,1,1,6.8,-5.2,-1.4987
7,-5.2,1,1,7,-5.2,-1.4987
7.2,-5.2,1,1,7.2,-5.2,-1.45774
7.4,-5.2,1,1,7.4,-5.2,-1.17527
7.6,-5.2,1,1,7.6,-5.2,-0.892804
7.8,-5.2,1,1,7.8,-5.2,-0.610334
8,-5.2,1,1,8,-5.2,-0.594691
8.2,-5.2,1,1,8.2,-5.2,-0.594691
8.4,-5.2,1,1,8.4,-5.2,-0.594691
8.6,-5.2,1,1,8.6,-5.2,-0.594691
8.8,-5.2,1,1,8.8,-5.2,-0.644023
9,-5.2,1,1,9,-5.2,-0.361553
9.2,-5.2,1,1,9.2,-5.2,-0.351616
9.4,-5.2,1,1,9.4,-5.2,-0.351616
9.6,-5.2,1,1,9.6,-5.2,-0.485858
9.8,-5.2,1,1,9.8,-5.2,-0.768328
-10,-5,1,1,-10,-5,-1.20774
-9.8,-5,1,1,-9.8,-5,-0.960139
-9.6,-5,1,1,-9.6,-5,-0.82185
-9.4,-5,1,1,-9.4,-5,-0.82185
-9.2,-5,1,1,-9.2,-5,-0.82185
-9,-5,1,1,-9,-5,-0.82185
-8.8,-5,1,1,-8.8,-5,-0.82185
-8.6,-5,1,1,-8.6,-5,-0.82185
-8.4,-5,1,1,-8.4,-5,-1.01715
-8.2,-5,1,1,-8.2,-5,-1.29962
-8,-5,1,1,-8,-5,-1.58209
-7.8,-5,1,1,-7.8,-5,-1.86456
-7.6,-5,1,1,-7.6,-5,-1.68825
-7.4,-5,1,1,-7.4,-5,-1.40578
-7.2,-5,1,1,-7.2,-5,-1.16118
-7,-5,1,1,-7,-5,-1.16118
-6.8,-5,1,1,-6.8,-5,-1.16118
-6.6,-5,1,1,-6.6,-5,-1.16118
-6.4,-5,1,1,-6.4,-5,-1.14669
-6.2,-5,1,1,-6.2,-5,-1.00907
-6,-5,1,1,-6,-5,-1.00907
-5.8,-5,1,1,-5.8,-5,-1.00907
-5.6,-5,1,1,-5.6,-5,-1.00907
-5.4,-5,1,1,-5.4,-5,-0.819765
-5.2,-5,1,1,-5.2,-5,-0.537295
-5,-5,1,1,-5,-5,-0.322343
-4.8,-5,1,1,-4.8,-5,-0.322343
-4.6,-5,1,1,-4.6,-5,-0.322343
-4.4,-5,1,1,-4.4,-5,-0.592585
-4.2,-5,1,1,-4.2,-5,-0.875056
-4,-5,1,1,-4,-5,-1.15753
-3.8,-5,1,1,-3.8,-5,-1.18584
-3.6,-5,1,1,-3.6,-5,-1.01029
-3.4,-5,1,1,-3.4,-5,-1.01029
-3.2,-5,1,1,-3.2,-5,-0.896623
-3,-5,1,1,-3,-5,-0.614152
-2.8,-5,1,1,-2.8,-5,-0.579599
-2.6,-5,1,1,-2.6,-5,-0.579599
-2.4,-5,1,1,-2.4,-5,-0.579599
-2.2,-5,1,1,-2.2,-5,-0.579599
-2,-5,1,1,-2,-5,-0.798198
-1.8,-5,1,1,-1.8,-5,-1.08067
-1.6,-5,1,1,-1.6,-5,-1.15479
-1.4,-5,1,1,-1.4,-5,-0.872323
-1.2,-5,1,1,-1.2,-5,-0.589853
-1,-5,1,1,-1,-5,-0.532442
-0.8,-5,1,1,-0.8,-5,-0.532442
-0.6,-5,1,1,-0.6,-5,-0.532442
-0.4,-5,1,1,-0.4,-5,-0.540028
-0.2,-5,1,1,-0.2,-5,-0.822498
0,-5,1,1,0,-5,-0.933186
0.2,-5,1,1,0.2,-5,-0.933186
0.4,-5,1,1,0.4,-5,-0.967483
0.6,-5,1,1,0.6,-5,-1.24995
0.8,-5,1,1,0.8,-5,-1.14337
1,-5,1,1,1,-5,-1.14337
1.2,-5,1,1,1.2,-5,-1.14337
1.4,-5,1,1,1.4,-5,-1.14337
1.6,-5,1,1,1.6,-5,-1.14337
1.8,-5,1,1,1.8,-5,-1.09569
2,-5,1,1,2,-5,-1.09569
2.2,-5,1,1,2.2,-5,-1.09569
2.4,-5,1,1,2.4,-5,-1.09569
2.6,-5,1,1,2.6,-5,-1.05868
2.8,-5,1,1,2.8,-5,-1.05868
3,-5,1,1,3,-5,-1.05868
3.2,-5,1,1,3.2,-5,-1.05868
3.4,-5,1,1,3.4,-5,-1.05868
3.6,-5,1,1,3.6,-5,-1.05868
3.8,-5,1,1,3.8,-5,-1.05868
4,-5,1,1,4,-5,-1.15698
4.2,-5,1,1,4.2,-5,-1.41064
4.4,-5,1,1,4.4,-5,-1.41064
4.6,-5,1,1,4.6,-5,-1.5277
4.8,-5,1,1,4.8,-5,-1.74357
5,-5,1,1,5,-5,-1.74357
5.2,-5,1,1,5.2,-5,-1.74357
5.4,-5,1,1,5.4,-5,-1.74357
5.6,-5,1,1,5.6,-5,-1.74357
5.8,-5,1,1,5.8,-5,-1.74357
6,-5,1,1,6,-5,-1.74357
6.2,-5,1,1,6.2,-5,-1.75379
6.4,-5,1,1,6.4,-5,-1.78117
6.6,-5,1,1,6.6,-5,-1.78117
6.8,-5,1,1,6.8,-5,-1.78117
7,-5,1,1,7,-5,-1.74021
7.2,-5,1,1,7.2,-5,-1.45774
7.4,-5,1,1,7.4,-5,-1.17527
7.6,-5,1,1,7.6,-5,-0.892804
7.8,-5,1,1,7.8,-5,-0.610334
8,-5,1,1,8,-5,-0.327864
8.2,-5,1,1,8.2,-5,-0.312221
8.4,-5,1,1,8.4,-5,-0.312221
8.6,-5,1,1,8.6,-5,-0.519547
8.8,-5,1,1,8.8,-5,-0.644023
9,-5,1,1,9,-5,-0.361553
9.2,-5,1,1,9.2,-5,-0.0790832
9.4,-5,1,1,9.4,-5,-0.203387
9.6,-5,1,1,9.6,-5,-0.485858
9.8,-5,1,1,9.8,-5,-0.768328
-10,-4.8,1,1,-10,-4.8,-1.24261
-9.8,-4.8,1,1,-9.8,-4.8,-1.10432
-9.6,-4.8,1,1,-9.6,-4.8,-1.10432
-9.4,-4.8,1,1,-9.4,-4.8,-1.10432
-9.2,-4.8,1,1,-9.2,-4.8,-1.10432
-9,-4.8,1,1,-9,-4.8,-1.10432
-8.8,-4.8,1,1,-8.8,-4.8,-1.10432
-8.6,-4.8,1,1,-8.6,-4.8,-1.10432
-8.4,-4.8,1,1,-8.4,-4.8,-1.10432
-8.2,-4.8,1,1,-8.2,-4.8,-1.29962
-8,-4.8,1,1,-8,-4.8,-1.58209
-7.8,-4.8,1,1,-7.8,-4.8,-1.71335
-7.6,-4.8,1,1,-7.6,-4.8,-1.68825
-7.4,-4.8,1,1,-7.4,-4.8,-1.44365
-7.2,-4.8,1,1,-7.2,-4.8,-1.44365
-7,-4.8,1,1,-7,-4.8,-1.44365
-6.8,-4.8,1,1,-6.8,-4.8,-1.44365
-6.6,-4.8,1,1,-6.6,-4.8,-1.42916
-6.4,-4.8,1,1,-6.4,-4.8,-1.29154
-6.2,-4.8,1,1,-6.2,-4.8,-1.29154
-6,-4.8,1,1,-6,-4.8,-1.29154
-5.8,-4.8,1,1,-5.8,-4.8,-1.29154
-5.6,-4.8,1,1,-5.6,-4.8,-1.10224
-5.4,-4.8,1,1,-5.4,-4.8,-0.819765
-5.2,-4.8,1,1,-5.2,-4.8,-0.604813
-5,-4.8,1,1,-5,-4.8,-0.604813
-4.8,-4.8,1,1,-4.8,-4.8,-0.604813
-4.6,-4.8,1,1,-4.6,-4.8,-0.604813
-4.4,-4.8,1,1,-4.4,-4.8,-0.604813
-4.2,-4.8,1,1,-4.2,-4.8,-0.875056
-4,-4.8,1,1,-4,-4.8,-0.903368
-3.8,-4.8,1,1,-3.8,-4.8,-0.903368
-3.6,-4.8,1,1,-3.6,-4.8,-0.903368
-3.4,-4.8,1,1,-3.4,-4.8,-1.15897
-3.2,-4.8,1,1,-3.2,-4.8,-0.896623
-3,-4.8,1,1,-3,-4.8,-0.614152
-2.8,-4.8,1,1,-2.8,-4.8,-0.331682
-2.6,-4.8,1,1,-2.6,-4.8,-0.297129
-2.4,-4.8,1,1,-2.4,-4.8,-0.297129
-2.2,-4.8,1,1,-2.2,-4.8,-0.515728
-2,-4.8,1,1,-2,-4.8,-0.798198
-1.8,-4.8,1,1,-1.8,-4.8,-1.08067
-1.6,-4.8,1,1,-1.6,-4.8,-1.15479
-1.4,-4.8,1,1,-1.4,-4.8,-0.872323
-1.2,-4.8,1,1,-1.2,-4.8,-0.589853
-1,-4.8,1,1,-1,-4.8,-0.307382
-0.8,-4.8,1,1,-0.8,-4.8,-0.249973
-0.6,-4.8,1,1,-0.6,-4.8,-0.257558
-0.4,-4.8,1,1,-0.4,-4.8,-0.540028
-0.2,-4.8,1,1,-0.2,-4.8,-0.650716
0,-4.8,1,1,0,-4.8,-0.650716
0.2,-4.8,1,1,0.2,-4.8,-0.685013
0.4,-4.8,1,1,0.4,-4.8,-0.967483
0.6,-4.8,1,1,0.6,-4.8,-1.24995
0.8,-4.8,1,1,0.8,-4.8,-0.987225
1,-4.8,1,1,1,-4.8,-0.860904
1.2,-4.8,1,1,1.2,-4.8,-0.860904
1.4,-4.8,1,1,1.4,-4.8,-0.860904
1.6,-4.8,1,1,1.6,-4.8,-0.860904
1.8,-4.8,1,1,1.8,-4.8,-0.860904
2,-4.8,1,1,2,-4.8,-0.813215
2.2,-4.8,1,1,2.2,-4.8,-0.813215
2.4,-4.8,1,1,2.4,-4.8,-0.813215
2.6,-4.8,1,1,2.6,-4.8,-0.813215
2.8,-4.8,1,1,2.8,-4.8,-0.776211
3,-4.8,1,1,3,-4.8,-0.776211
3.2,-4.8,1,1,3.2,-4.8,-0.776211
3.4,-4.8,1,1,3.4,-4.8,-0.776211
3.6,-4.8,1,1,3.6,-4.8,-0.776211
3.8,-4.8,1,1,3.8,-4.8,-0.874505
4,-4.8,1,1,4,-4.8,-1.15698
4.2,-4.8,1,1,4.2,-4.8,-1.43945
4.4,-4.8,1,1,4.4,-4.8,-1.4611
4.6,-4.8,1,1,4.6,-4.8,-1.4611
4.8,-4.8,1,1,4.8,-4.8,-1.4611
5,-4.8,1,1,5,-4.8,-1.4611
5.2,-4.8,1,1,5.2,-4.8,-1.4611
5.4,-4.8,1,1,5.4,-4.8,-1.4611
5.6,-4.8,1,1,5.6,-4.8,-1.4611
5.8,-4.8,1,1,5.8,-4.8,-1.4611
6,-4.8,1,1,6,-4.8,-1.47132
6.2,-4.8,1,1,6.2,-4.8,-1.75379
6.4,-4.8,1,1,6.4,-4.8,-1.84878
6.6,-4.8,1,1,6.6,-4.8,-1.80164
6.8,-4.8,1,1,6.8,-4.8,-1.52954
7,-4.8,1,1,7,-4.8,-1.52954
7.2,-4.8,1,1,7.2,-4.8,-1.45774
7.4,-4.8,1,1,7.4,-4.8,-1.17527
7.6,-4.8,1,1,7.6,-4.8,-0.892804
7.8,-4.8,1,1,7.8,-4.8,-0.610334
8,-4.8,1,1,8,-4.8,-0.327864
8.2,-4.8,1,1,8.2,-4.8,-0.0453941
8.4,-4.8,1,1,8.4,-4.8,-0.237076
8.6,-4.8,1,1,8.6,-4.8,-0.519547
8.8,-4.8,1,1,8.8,-4.8,-0.644023
9,-4.8,1,1,9,-4.8,-0.361553
9.2,-4.8,1,1,9.2,-4.8,-0.213324
9.4,-4.8,1,1,9.4,-4.8,-0.213324
9.6,-4.8,1,1,9.6,-4.8,-0.485858
9.8,-4.8,1,1,9.8,-4.8,-0.662895
-10,-4.6,1,1,-10,-4.6,-1.38679
-9.8,-4.6,1,1,-9.8,-4.6,-1.38679
-9.6,-4.6,1,1,-9.6,-4.6,-1.38679
-9.4,-4.6,1,1,-9.4,-4.6,-1.38679
-9.2,-4.6,1,1,-9.2,-4.6,-1.38679
-9,-4.6,1,1,-9,-4.6,-1.38679
-8.8,-4.6,1,1,-8.8,-4.6,-1.38679
-8.6,-4.6,1,1,-8.6,-4.6,-1.38679
-8.4,-4.6,1,1,-8.4,-4.6,-1.38679
-8.2,-4.6,1,1,-8.2,-4.6,-1.38679
-8,-4.6,1,1,-8,-4.6,-1.43088
-7.8,-4.6,1,1,-7.8,-4.6,-1.43088
-7.6,-4.6,1,1,-7.6,-4.6,-1.43088
-7.4,-4.6,1,1,-7.4,-4.6,-1.43088
-7.2,-4.6,1,1,-7.2,-4.6,-1.43088
-7,-4.6,1,1,-7,-4.6,-1.43088
-6.8,-4.6,1,1,-6.8,-4.6,-1.47958
-6.6,-4.6,1,1,-6.6,-4.6,-1.57401
-6.4,-4.6,1,1,-6.4,-4.6,-1.50991
-6.2,-4.6,1,1,-6.2,-4.6,-1.41484
-6,-4.6,1,1,-6,-4.6,-1.41484
-5.8,-4.6,1,1,-5.8,-4.6,-1.38471
-5.6,-4.6,1,1,-5.6,-4.6,-1.10224
-5.4,-4.6,1,1,-5.4,-4.6,-0.887284
-5.2,-4.6,1,1,-5.2,-4.6,-0.887284
-5,-4.6,1,1,-5,-4.6,-0.887284
-4.8,-4.6,1,1,-4.8,-4.6,-0.818319
-4.6,-4.6,1,1,-4.6,-4.6,-0.620898
-4.4,-4.6,1,1,-4.4,-4.6,-0.620898
-4.2,-4.6,1,1,-4.2,-4.6,-0.620898
-4,-4.6,1,1,-4,-4.6,-0.620898
-3.8,-4.6,1,1,-3.8,-4.6,-0.620898
-3.6,-4.6,1,1,-3.6,-4.6,-0.876502
-3.4,-4.6,1,1,-3.4,-4.6,-1.15897
-3.2,-4.6,1,1,-3.2,-4.6,-0.896623
-3,-4.6,1,1,-3,-4.6,-0.614152
-2.8,-4.6,1,1,-2.8,-4.6,-0.331682
-2.6,-4.6,1,1,-2.6,-4.6,-0.0492119
-2.4,-4.6,1,1,-2.4,-4.6,-0.233258
-2.2,-4.6,1,1,-2.2,-4.6,-0.515728
-2,-4.6,1,1,-2,-4.6,-0.798198
-1.8,-4.6,1,1,-1.8,-4.6,-1.08067
-1.6,-4.6,1,1,-1.6,-4.6,-1.15479
-1.4,-4.6,1,1,-1.4,-4.6,-0.872323
-1.2,-4.6,1,1,-1.2,-4.6,-0.589853
-1,-4.6,1,1,-1,-4.6,-0.307382
-0.8,-4.6,1,1,-0.8,-4.6,-0.0324979
-0.6,-4.6,1,1,-0.6,-4.6,-0.257558
-0.4,-4.6,1,1,-0.4,-4.6,-0.368245
-0.2,-4.6,1,1,-0.2,-4.6,-0.368245
0,-4.6,1,1,0,-4.6,-0.402543
0.2,-4.6,1,1,0.2,-4.6,-0.685013
0.4,-4.6,1,1,0.4,-4.6,-0.967483
0.6,-4.6,1,1,0.6,-4.6,-1.24995
0.8,-4.6,1,1,0.8,-4.6,-0.987225
1,-4.6,1,1,1,-4.6,-0.704754
1.2,-4.6,1,1,1.2,-4.6,-0.578433
1.4,-4.6,1,1,1.4,-4.6,-0.578433
1.6,-4.6,1,1,1.6,-4.6,-0.578433
1.8,-4.6,1,1,1.8,-4.6,-0.578433
2,-4.6,1,1,2,-4.6,-0.688118
2.2,-4.6,1,1,2.2,-4.6,-0.530745
2.4,-4.6,1,1,2.4,-4.6,-0.530745
2.6,-4.6,1,1,2.6,-4.6,-0.530745
2.8,-4.6,1,1,2.8,-4.6,-0.530745
3,-4.6,1,1,3,-4.6,-0.493741
3.2,-4.6,1,1,3.2,-4.6,-0.493741
3.4,-4.6,1,1,3.4,-4.6,-0.493741
3.6,-4.6,1,1,3.6,-4.6,-0.592035
3.8,-4.6,1,1,3.8,-4.6,-0.874505
4,-4.6,1,1,4,-4.6,-1.15698
4.2,-4.6,1,1,4.2,-4.6,-1.17863
4.4,-4.6,1,1,4.4,-4.6,-1.17863
4.6,-4.6,1,1,4.6,-4.6,-1.17863
4.8,-4.6,1,1,4.8,-4.6,-1.17863
5,-4.6,1,1,5,-4.6,-1.17863
5.2,-4.6,1,1,5.2,-4.6,-1.17863
5.4,-4.6,1,1,5.4,-4.6,-1.17863
5.6,-4.6,1,1,5.6,-4.6,-1.17863
5.8,-4.6,1,1,5.8,-4.6,-1.18885
6,-4.6,1,1,6,-4.6,-1.47132
6.2,-4.6,1,1,6.2,-4.6,-1.56631
6.4,-4.6,1,1,6.4,-4.6,-1.56631
6.6,-4.6,1,1,6.6,-4.6,-1.56631
6.8,-4.6,1,1,6.8,-4.6,-1.51917
7,-4.6,1,1,7,-4.6,-1.24707
7.2,-4.6,1,1,7.2,-4.6,-1.24707
7.4,-4.6,1,1,7.4,-4.6,-1.17527
7.6,-4.6,1,1,7.6,-4.6,-0.892804
7.8,-4.6,1,1,7.8,-4.6,-0.610334
8,-4.6,1,1,8,-4.6,-0.327864
8.2,-4.6,1,1,8.2,-4.6,-0.25272
8.4,-4.6,1,1,8.4,-4.6,-0.25272
8.6,-4.6,1,1,8.6,-4.6,-0.519547
8.8,-4.6,1,1,8.8,-4.6,-0.644023
9,-4.6,1,1,9,-4.6,-0.495794
9.2,-4.6,1,1,9.2,-4.6,-0.495794
9.4,-4.6,1,1,9.4,-4.6,-0.466053
9.6,-4.6,1,1,9.6,-4.6,-0.380425
9.8,-4.6,1,1,9.8,-4.6,-0.380425
-10,-4.4,1,1,-10,-4.4,-1.66926
-9.8,-4.4,1,1,-9.8,-4.4,-1.66926
-9.6,-4.4,1,1,-9.6,-4.4,-1.66926
-9.4,-4.4,1,1,-9.4,-4.4,-1.66926
-9.2,-4.4,1,1,-9.2,-4.4,-1.66926
-9,-4.4,1,1,-9,-4.4,-1.62759
-8.8,-4.4,1,1,-8.8,-4.4,-1.34512
-8.6,-4.4,1,1,-8.6,-4.4,-1.14841
-8.4,-4.4,1,1,-8.4,-4.4,-1.14841
-8.2,-4.4,1,1,-8.2,-4.4,-1.14841
-8,-4.4,1,1,-8,-4.4,-1.14841
-7.8,-4.4,1,1,-7.8,-4.4,-1.14841
-7.6,-4.4,1,1,-7.6,-4.4,-1.14841
-7.4,-4.4,1,1,-7.4,-4.4,-1.14841
-7.2,-4.4,1,1,-7.2,-4.4,-1.14841
-7,-4.4,1,1,-7,-4.4,-1.19711
-6.8,-4.4,1,1,-6.8,-4.4,-1.47958
-6.6,-4.4,1,1,-6.6,-4.4,-1.76205
-6.4,-4.4,1,1,-6.4,-4.4,-1.50991
-6.2,-4.4,1,1,-6.2,-4.4,-1.22744
-6,-4.4,1,1,-6,-4.4,-1.13237
-5.8,-4.4,1,1,-5.8,-4.4,-1.13237
-5.6,-4.4,1,1,-5.6,-4.4,-1.13237
-5.4,-4.4,1,1,-5.4,-4.4,-1.00057
-5.2,-4.4,1,1,-5.2,-4.4,-0.743858
-5,-4.4,1,1,-5,-4.4,-0.743858
-4.8,-4.4,1,1,-4.8,-4.4,-0.743858
-4.6,-4.4,1,1,-4.6,-4.4,-0.535849
-4.4,-4.4,1,1,-4.4,-4.4,-0.338428
-4.2,-4.4,1,1,-4.2,-4.4,-0.338428
-4,-4.4,1,1,-4,-4.4,-0.338428
-3.8,-4.4,1,1,-3.8,-4.4,-0.594032
-3.6,-4.4,1,1,-3.6,-4.4,-0.876502
-3.4,-4.4,1,1,-3.4,-4.4,-1.15897
-3.2,-4.4,1,1,-3.2,-4.4,-0.896623
-3,-4.4,1,1,-3,-4.4,-0.614152
-2.8,-4.4,1,1,-2.8,-4.4,-0.331682
-2.6,-4.4,1,1,-2.6,-4.4,-0.267811
-2.4,-4.4,1,1,-2.4,-4.4,-0.267811
-2.2,-4.4,1,1,-2.2,-4.4,-0.515728
-2,-4.4,1,1,-2,-4.4,-0.798198
-1.8,-4.4,1,1,-1.8,-4.4,-1.08067
-1.6,-4.4,1,1,-1.6,-4.4,-1.15479
-1.4,-4.4,1,1,-1.4,-4.4,-0.872323
-1.2,-4.4,1,1,-1.2,-4.4,-0.589853
-1,-4.4,1,1,-1,-4.4,-0.314968
-0.8,-4.4,1,1,-0.8,-4.4,-0.314968
-0.6,-4.4,1,1,-0.6,-4.4,-0.314968
-0.4,-4.4,1,1,-0.4,-4.4,-0.162398
-0.2,-4.4,1,1,-0.2,-4.4,-0.120072
0,-4.4,1,1,0,-4.4,-0.402543
0.2,-4.4,1,1,0.2,-4.4,-0.685013
0.4,-4.4,1,1,0.4,-4.4,-0.967483
0.6,-4.4,1,1,0.6,-4.4,-1.24995
0.8,-4.4,1,1,0.8,-4.4,-0.987225
1,-4.4,1,1,1,-4.4,-0.704754
1.2,-4.4,1,1,1.2,-4.4,-0.422284
1.4,-4.4,1,1,1.4,-4.4,-0.295963
1.6,-4.4,1,1,1.6,-4.4,-0.295963
1.8,-4.4,1,1,1.8,-4.4,-0.425126
2,-4.4,1,1,2,-4.4,-0.688118
2.2,-4.4,1,1,2.2,-4.4,-0.405648
2.4,-4.4,1,1,2.4,-4.4,-0.248275
2.6,-4.4,1,1,2.6,-4.4,-0.248275
2.8,-4.4,1,1,2.8,-4.4,-0.441762
3,-4.4,1,1,3,-4.4,-0.255375
3.2,-4.4,1,1,3.2,-4.4,-0.211271
3.4,-4.4,1,1,3.4,-4.4,-0.309565
3.6,-4.4,1,1,3.6,-4.4,-0.592035
3.8,-4.4,1,1,3.8,-4.4,-0.874505
4,-4.4,1,1,4,-4.4,-1.15698
4.2,-4.4,1,1,4.2,-4.4,-1.07091
4.4,-4.4,1,1,4.4,-4.4,-0.896163
4.6,-4.4,1,1,4.6,-4.4,-0.896163
4.8,-4.4,1,1,4.8,-4.4,-0.896163
5,-4.4,1,1,5,-4.4,-0.896163
5.2,-4.4,1,1,5.2,-4.4,-0.896163
5.4,-4.4,1,1,5.4,-4.4,-0.896163
5.6,-4.4,1,1,5.6,-4.4,-0.906383
