sep=,
org_x,org_y,org_z,hit,hit_x,hit_y,hit_z
6.4,6,1,1,6.4,6,-1.02034
6.6,6,1,1,6.6,6,-0.920087
6.8,6,1,1,6.8,6,-0.757561
7,6,1,1,7,6,-0.582809
7.2,6,1,1,7.2,6,-0.399891
7.4,6,1,1,7.4,6,-0.245238
7.6,6,1,1,7.6,6,-0.245238
7.8,6,1,1,7.8,6,-0.44752
8,6,1,1,8,6,-0.571937
8.2,6,1,1,8.2,6,-0.854407
8.4,6,1,1,8.4,6,-1.13688
8.6,6,1,1,8.6,6,-1.18714
8.8,6,1,1,8.8,6,-0.904671
9,6,1,1,9,6,-0.774951
9.2,6,1,1,9.2,6,-0.774951
9.4,6,1,1,9.4,6,-0.774951
9.6,6,1,1,9.6,6,-0.774951
9.8,6,1,1,9.8,6,-0.774951
-10,6.2,1,1,-10,6.2,-0.848762
-9.8,6.2,1,1,-9.8,6.2,-0.566292
-9.6,6.2,1,1,-9.6,6.2,-0.283822
-9.4,6.2,1,1,-9.4,6.2,-0.0817662
-9.2,6.2,1,1,-9.2,6.2,-0.281119
-9,6.2,1,1,-9,6.2,-0.563589
-8.8,6.2,1,1,-8.8,6.2,-0.562021
-8.6,6.2,1,1,-8.6,6.2,-0.279551
-8.4,6.2,1,1,-8.4,6.2,-0.227517
-8.2,6.2,1,1,-8.2,6.2,-0.28539
-8,6.2,1,1,-8,6.2,-0.56786
-7.8,6.2,1,1,-7.8,6.2,-0.85033
-7.6,6.2,1,1,-7.6,6.2,-1.0393
-7.4,6.2,1,1,-7.4,6.2,-1.0393
-7.2,6.2,1,1,-7.2,6.2,-1.0393
-7,6.2,1,1,-7,6.2,-1.1071
-6.8,6.2,1,1,-6.8,6.2,-0.989546
-6.6,6.2,1,1,-6.6,6.2,-0.707076
-6.4,6.2,1,1,-6.4,6.2,-0.424606
-6.2,6.2,1,1,-6.2,6.2,-0.351381
-6,6.2,1,1,-6,6.2,-0.351381
-5.8,6.2,1,1,-5.8,6.2,-0.422804
-5.6,6.2,1,1,-5.6,6.2,-0.705275
-5.4,6.2,1,1,-5.4,6.2,-0.86366
-5.2,6.2,1,1,-5.2,6.2,-0.581189
-5,6.2,1,1,-5,6.2,-0.392698
-4.8,6.2,1,1,-4.8,6.2,-0.392698
-4.6,6.2,1,1,-4.6,6.2,-0.392698
-4.4,6.2,1,1,-4.4,6.2,-0.548691
-4.2,6.2,1,1,-4.2,6.2,-0.831162
-4,6.2,1,1,-4,6.2,-1.11363
-3.8,6.2,1,1,-3.8,6.2,-1.27968
-3.6,6.2,1,1,-3.6,6.2,-0.997213
-3.4,6.2,1,1,-3.4,6.2,-0.714743
-3.2,6.2,1,1,-3.2,6.2,-0.705751
-3,6.2,1,1,-3,6.2,-0.705751
-2.8,6.2,1,1,-2.8,6.2,-0.705751
-2.6,6.2,1,1,-2.6,6.2,-0.705751
-2.4,6.2,1,1,-2.4,6.2,-0.705751
-2.2,6.2,1,1,-2.2,6.2,-0.53329
-2,6.2,1,1,-2,6.2,-0.354739
-1.8,6.2,1,1,-1.8,6.2,-0.354739
-1.6,6.2,1,1,-1.6,6.2,-0.354739
-1.4,6.2,1,1,-1.4,6.2,-0.427351
-1.2,6.2,1,1,-1.2,6.2,-0.144881
-1,6.2,1,1,-1,6.2,-0.137589
-0.8,6.2,1,1,-0.8,6.2,-0.42006
-0.6,6.2,1,1,-0.6,6.2,-0.447806
-0.4,6.2,1,1,-0.4,6.2,-0.558646
-0.2,6.2,1,1,-0.2,6.2,-0.841117
0,6.2,1,1,0,6.2,-0.659394
0.2,6.2,1,1,0.2,6.2,-0.376924
0.4,6.2,1,1,0.4,6.2,-0.174938
0.6,6.2,1,1,0.6,6.2,-0.188016
0.8,6.2,1,1,0.8,6.2,-0.470487
1,6.2,1,1,1,6.2,-0.752957
1.2,6.2,1,1,1.2,6.2,-0.785221
1.4,6.2,1,1,1.4,6.2,-0.50275
1.6,6.2,1,1,1.6,6.2,-0.354658
1.8,6.2,1,1,1.8,6.2,-0.354658
2,6.2,1,1,2,6.2,-0.354658
2.2,6.2,1,1,2.2,6.2,-0.62713
2.4,6.2,1,1,2.4,6.2,-0.9096
2.6,6.2,1,1,2.6,6.2,-1.19207
2.8,6.2,1,1,2.8,6.2,-1.42637
3,6.2,1,1,3,6.2,-1.42637
3.2,6.2,1,1,3.2,6.2,-1.28211
3.4,6.2,1,1,3.4,6.2,-1.18471
3.6,6.2,1,1,3.6,6.2,-1.18471
3.8,6.2,1,1,3.8,6.2,-1.18471
4,6.2,1,1,4,6.2,-1.18471
4.2,6.2,1,1,4.2,6.2,-1.18471
4.4,6.2,1,1,4.4,6.2,-1.14217
4.6,6.2,1,1,4.6,6.2,-0.859705
4.8,6.2,1,1,4.8,6.2,-0.688936
5,6.2,1,1,5,6.2,-0.688936
5.2,6.2,1,1,5.2,6.2,-0.688936
5.4,6.2,1,1,5.4,6.2,-0.688936
5.6,6.2,1,1,5.6,6.2,-0.688936
5.8,6.2,1,1,5.8,6.2,-0.835116
6,6.2,1,1,6,6.2,-1.11759
6.2,6.2,1,1,6.2,6.2,-1.30281
6.4,6.2,1,1,6.4,6.2,-1.02034
6.6,6.2,1,1,6.6,6.2,-0.73787
6.8,6.2,1,1,6.8,6.2,-0.637617
7,6.2,1,1,7,6.2,-0.475091
7.2,6.2,1,1,7.2,6.2,-0.300339
7.4,6.2,1,1,7.4,6.2,-0.11742
7.6,6.2,1,1,7.6,6.2,-0.16505
7.8,6.2,1,1,7.8,6.2,-0.289467
8,6.2,1,1,8,6.2,-0.571937
8.2,6.2,1,1,8.2,6.2,-0.854407
8.4,6.2,1,1,8.4,6.2,-1.13688
8.6,6.2,1,1,8.6,6.2,-1.18714
8.8,6.2,1,1,8.8,6.2,-0.904671
9,6.2,1,1,9,6.2,-0.622201
9.2,6.2,1,1,9.2,6.2,-0.492481
9.4,6.2,1,1,9.4,6.2,-0.492481
9.6,6.2,1,1,9.6,6.2,-0.492481
9.8,6.2,1,1,9.8,6.2,-0.507679
-10,6.4,1,1,-10,6.4,-0.848762
-9.8,6.4,1,1,-9.8,6.4,-0.566292
-9.6,6.4,1,1,-9.6,6.4,-0.364237
-9.4,6.4,1,1,-9.4,6.4,-0.364237
-9.2,6.4,1,1,-9.2,6.4,-0.364237
-9,6.4,1,1,-9,6.4,-0.563589
-8.8,6.4,1,1,-8.8,6.4,-0.562021
-8.6,6.4,1,1,-8.6,6.4,-0.509987
-8.4,6.4,1,1,-8.4,6.4,-0.509987
-8.2,6.4,1,1,-8.2,6.4,-0.509987
-8,6.4,1,1,-8,6.4,-0.56786
-7.8,6.4,1,1,-7.8,6.4,-0.756831
-7.6,6.4,1,1,-7.6,6.4,-0.756831
-7.4,6.4,1,1,-7.4,6.4,-0.756831
-7.2,6.4,1,1,-7.2,6.4,-0.82463
-7,6.4,1,1,-7,6.4,-1.1071
-6.8,6.4,1,1,-6.8,6.4,-0.989546
-6.6,6.4,1,1,-6.6,6.4,-0.707076
-6.4,6.4,1,1,-6.4,6.4,-0.633852
-6.2,6.4,1,1,-6.2,6.4,-0.633852
-6,6.4,1,1,-6,6.4,-0.633852
-5.8,6.4,1,1,-5.8,6.4,-0.633852
-5.6,6.4,1,1,-5.6,6.4,-0.705275
-5.4,6.4,1,1,-5.4,6.4,-0.86366
-5.2,6.4,1,1,-5.2,6.4,-0.581189
-5,6.4,1,1,-5,6.4,-0.298719
-4.8,6.4,1,1,-4.8,6.4,-0.110227
-4.6,6.4,1,1,-4.6,6.4,-0.266221
-4.4,6.4,1,1,-4.4,6.4,-0.548691
-4.2,6.4,1,1,-4.2,6.4,-0.831162
-4,6.4,1,1,-4,6.4,-1.11363
-3.8,6.4,1,1,-3.8,6.4,-1.27968
-3.6,6.4,1,1,-3.6,6.4,-0.997213
-3.4,6.4,1,1,-3.4,6.4,-0.988222
-3.2,6.4,1,1,-3.2,6.4,-0.988222
-3,6.4,1,1,-3,6.4,-0.988222
-2.8,6.4,1,1,-2.8,6.4,-0.988222
-2.6,6.4,1,1,-2.6,6.4,-0.988222
-2.4,6.4,1,1,-2.4,6.4,-0.81576
-2.2,6.4,1,1,-2.2,6.4,-0.63721
-2,6.4,1,1,-2,6.4,-0.63721
-1.8,6.4,1,1,-1.8,6.4,-0.63721
-1.6,6.4,1,1,-1.6,6.4,-0.63721
-1.4,6.4,1,1,-1.4,6.4,-0.427351
-1.2,6.4,1,1,-1.2,6.4,-0.190152
-1,6.4,1,1,-1,6.4,-0.190152
-0.8,6.4,1,1,-0.8,6.4,-0.165335
-0.6,6.4,1,1,-0.6,6.4,-0.276176
-0.4,6.4,1,1,-0.4,6.4,-0.558646
-0.2,6.4,1,1,-0.2,6.4,-0.841117
0,6.4,1,1,0,6.4,-0.659394
0.2,6.4,1,1,0.2,6.4,-0.457409
0.4,6.4,1,1,0.4,6.4,-0.457409
0.6,6.4,1,1,0.6,6.4,-0.457409
0.8,6.4,1,1,0.8,6.4,-0.470487
1,6.4,1,1,1,6.4,-0.752957
1.2,6.4,1,1,1.2,6.4,-0.785221
1.4,6.4,1,1,1.4,6.4,-0.50275
1.6,6.4,1,1,1.6,6.4,-0.22028
1.8,6.4,1,1,1.8,6.4,-0.0721877
2,6.4,1,1,2,6.4,-0.34466
2.2,6.4,1,1,2.2,6.4,-0.62713
2.4,6.4,1,1,2.4,6.4,-0.9096
2.6,6.4,1,1,2.6,6.4,-1.19207
2.8,6.4,1,1,2.8,6.4,-1.1439
3,6.4,1,1,3,6.4,-1.1439
3.2,6.4,1,1,3.2,6.4,-1.1439
3.4,6.4,1,1,3.4,6.4,-1.1439
3.6,6.4,1,1,3.6,6.4,-1.1439
3.8,6.4,1,1,3.8,6.4,-1.1439
4,6.4,1,1,4,6.4,-1.1439
4.2,6.4,1,1,4.2,6.4,-1.1439
4.4,6.4,1,1,4.4,6.4,-1.14217
4.6,6.4,1,1,4.6,6.4,-0.971407
4.8,6.4,1,1,4.8,6.4,-0.971407
5,6.4,1,1,5,6.4,-0.971407
5.2,6.4,1,1,5.2,6.4,-0.971407
5.4,6.4,1,1,5.4,6.4,-0.971407
5.6,6.4,1,1,5.6,6.4,-0.971407
5.8,6.4,1,1,5.8,6.4,-0.971407
6,6.4,1,1,6,6.4,-1.11759
6.2,6.4,1,1,6.2,6.4,-1.30281
6.4,6.4,1,1,6.4,6.4,-1.02034
6.6,6.4,1,1,6.6,6.4,-0.73787
6.8,6.4,1,1,6.8,6.4,-0.4554
7,6.4,1,1,7,6.4,-0.355147
7.2,6.4,1,1,7.2,6.4,-0.192621
7.4,6.4,1,1,7.4,6.4,-0.0898498
7.6,6.4,1,1,7.6,6.4,-0.0655082
7.8,6.4,1,1,7.8,6.4,-0.289467
8,6.4,1,1,8,6.4,-0.571937
8.2,6.4,1,1,8.2,6.4,-0.854407
8.4,6.4,1,1,8.4,6.4,-1.09965
8.6,6.4,1,1,8.6,6.4,-0.97264
8.8,6.4,1,1,8.8,6.4,-0.904671
9,6.4,1,1,9,6.4,-0.622201
9.2,6.4,1,1,9.2,6.4,-0.339732
9.4,6.4,1,1,9.4,6.4,-0.21001
9.6,6.4,1,1,9.6,6.4,-0.225209
9.8,6.4,1,1,9.8,6.4,-0.507679
-10,6.6,1,1,-10,6.6,-0.848762
-9.8,6.6,1,1,-9.8,6.6,-0.646707
-9.6,6.6,1,1,-9.6,6.6,-0.646707
-9.4,6.6,1,1,-9.4,6.6,-0.646707
-9.2,6.6,1,1,-9.2,6.6,-0.646707
-9,6.6,1,1,-9,6.6,-0.494407
-8.8,6.6,1,1,-8.8,6.6,-0.293661
-8.6,6.6,1,1,-8.6,6.6,-0.293661
-8.4,6.6,1,1,-8.4,6.6,-0.353004
-8.2,6.6,1,1,-8.2,6.6,-0.58772
-8,6.6,1,1,-8,6.6,-0.474361
-7.8,6.6,1,1,-7.8,6.6,-0.474361
-7.6,6.6,1,1,-7.6,6.6,-0.474361
-7.4,6.6,1,1,-7.4,6.6,-0.54216
-7.2,6.6,1,1,-7.2,6.6,-0.82463
-7,6.6,1,1,-7,6.6,-1.1071
-6.8,6.6,1,1,-6.8,6.6,-0.989546
-6.6,6.6,1,1,-6.6,6.6,-0.916322
-6.4,6.6,1,1,-6.4,6.6,-0.916322
-6.2,6.6,1,1,-6.2,6.6,-0.916322
-6,6.6,1,1,-6,6.6,-0.916322
-5.8,6.6,1,1,-5.8,6.6,-0.916322
-5.6,6.6,1,1,-5.6,6.6,-0.916322
-5.4,6.6,1,1,-5.4,6.6,-0.86366
-5.2,6.6,1,1,-5.2,6.6,-0.581189
-5,6.6,1,1,-5,6.6,-0.298719
-4.8,6.6,1,1,-4.8,6.6,-0.172242
-4.6,6.6,1,1,-4.6,6.6,-0.266221
-4.4,6.6,1,1,-4.4,6.6,-0.548691
-4.2,6.6,1,1,-4.2,6.6,-0.831162
-4,6.6,1,1,-4,6.6,-1.11363
-3.8,6.6,1,1,-3.8,6.6,-1.27968
-3.6,6.6,1,1,-3.6,6.6,-1.27069
-3.4,6.6,1,1,-3.4,6.6,-1.27069
-3.2,6.6,1,1,-3.2,6.6,-1.27069
-3,6.6,1,1,-3,6.6,-1.27069
-2.8,6.6,1,1,-2.8,6.6,-1.27069
-2.6,6.6,1,1,-2.6,6.6,-1.09823
-2.4,6.6,1,1,-2.4,6.6,-0.919679
-2.2,6.6,1,1,-2.2,6.6,-0.885823
-2,6.6,1,1,-2,6.6,-0.603353
-1.8,6.6,1,1,-1.8,6.6,-0.547214
-1.6,6.6,1,1,-1.6,6.6,-0.547214
-1.4,6.6,1,1,-1.4,6.6,-0.472622
-1.2,6.6,1,1,-1.2,6.6,-0.472622
-1,6.6,1,1,-1,6.6,-0.288764
-0.8,6.6,1,1,-0.8,6.6,-0.117134
-0.6,6.6,1,1,-0.6,6.6,-0.276176
-0.4,6.6,1,1,-0.4,6.6,-0.558646
-0.2,6.6,1,1,-0.2,6.6,-0.841117
0,6.6,1,1,0,6.6,-0.739879
0.2,6.6,1,1,0.2,6.6,-0.739879
0.4,6.6,1,1,0.4,6.6,-0.739879
0.6,6.6,1,1,0.6,6.6,-0.739879
0.8,6.6,1,1,0.8,6.6,-0.739879
1,6.6,1,1,1,6.6,-0.752957
1.2,6.6,1,1,1.2,6.6,-0.785221
1.4,6.6,1,1,1.4,6.6,-0.50275
1.6,6.6,1,1,1.6,6.6,-0.22028
1.8,6.6,1,1,1.8,6.6,-0.210282
2,6.6,1,1,2,6.6,-0.34466
2.2,6.6,1,1,2.2,6.6,-0.62713
2.4,6.6,1,1,2.4,6.6,-0.9096
2.6,6.6,1,1,2.6,6.6,-1.19207
2.8,6.6,1,1,2.8,6.6,-1.03275
3,6.6,1,1,3,6.6,-0.861426
3.2,6.6,1,1,3.2,6.6,-0.861426
3.4,6.6,1,1,3.4,6.6,-0.861426
3.6,6.6,1,1,3.6,6.6,-0.861426
3.8,6.6,1,1,3.8,6.6,-0.861426
4,6.6,1,1,4,6.6,-0.861426
4.2,6.6,1,1,4.2,6.6,-0.944538
4.4,6.6,1,1,4.4,6.6,-1.22701
4.6,6.6,1,1,4.6,6.6,-1.25388
4.8,6.6,1,1,4.8,6.6,-1.25388
5,6.6,1,1,5,6.6,-1.25388
5.2,6.6,1,1,5.2,6.6,-1.25388
5.4,6.6,1,1,5.4,6.6,-1.25388
5.6,6.6,1,1,5.6,6.6,-1.25388
5.8,6.6,1,1,5.8,6.6,-1.25388
6,6.6,1,1,6,6.6,-1.25388
6.2,6.6,1,1,6.2,6.6,-1.30281
6.4,6.6,1,1,6.4,6.6,-1.02034
6.6,6.6,1,1,6.6,6.6,-0.73787
6.8,6.6,1,1,6.8,6.6,-0.4554
7,6.6,1,1,7,6.6,-0.17293
7.2,6.6,1,1,7.2,6.6,-0.10954
7.4,6.6,1,1,7.4,6.6,-0.264601
7.6,6.6,1,1,7.6,6.6,-0.347978
7.8,6.6,1,1,7.8,6.6,-0.347978
8,6.6,1,1,8,6.6,-0.571937
8.2,6.6,1,1,8.2,6.6,-0.854407
8.4,6.6,1,1,8.4,6.6,-1.09965
8.6,6.6,1,1,8.6,6.6,-0.817182
8.8,6.6,1,1,8.8,6.6,-0.690171
9,6.6,1,1,9,6.6,-0.622201
9.2,6.6,1,1,9.2,6.6,-0.339732
9.4,6.6,1,1,9.4,6.6,-0.0724598
9.6,6.6,1,1,9.6,6.6,-0.225209
9.8,6.6,1,1,9.8,6.6,-0.507679
-10,6.8,1,1,-10,6.8,-0.929177
-9.8,6.8,1,1,-9.8,6.8,-0.929177
-9.6,6.8,1,1,-9.6,6.8,-0.929177
-9.4,6.8,1,1,-9.4,6.8,-0.929177
-9.2,6.8,1,1,-9.2,6.8,-0.776877
-9,6.8,1,1,-9,6.8,-0.494407
-8.8,6.8,1,1,-8.8,6.8,-0.211937
-8.6,6.8,1,1,-8.6,6.8,-0.0705329
-8.4,6.8,1,1,-8.4,6.8,-0.353004
-8.2,6.8,1,1,-8.2,6.8,-0.556438
-8,6.8,1,1,-8,6.8,-0.30525
-7.8,6.8,1,1,-7.8,6.8,-0.191891
-7.6,6.8,1,1,-7.6,6.8,-0.25969
-7.4,6.8,1,1,-7.4,6.8,-0.54216
-7.2,6.8,1,1,-7.2,6.8,-0.82463
-7,6.8,1,1,-7,6.8,-1.1071
-6.8,6.8,1,1,-6.8,6.8,-1.19879
-6.6,6.8,1,1,-6.6,6.8,-1.19879
-6.4,6.8,1,1,-6.4,6.8,-1.19879
-6.2,6.8,1,1,-6.2,6.8,-1.19879
-6,6.8,1,1,-6,6.8,-1.19879
-5.8,6.8,1,1,-5.8,6.8,-1.19879
-5.6,6.8,1,1,-5.6,6.8,-1.14613
-5.4,6.8,1,1,-5.4,6.8,-0.86366
-5.2,6.8,1,1,-5.2,6.8,-0.581189
-5,6.8,1,1,-5,6.8,-0.454713
-4.8,6.8,1,1,-4.8,6.8,-0.454713
-4.6,6.8,1,1,-4.6,6.8,-0.454713
-4.4,6.8,1,1,-4.4,6.8,-0.548691
-4.2,6.8,1,1,-4.2,6.8,-0.831162
-4,6.8,1,1,-4,6.8,-1.11363
-3.8,6.8,1,1,-3.8,6.8,-1.3961
-3.6,6.8,1,1,-3.6,6.8,-1.55316
-3.4,6.8,1,1,-3.4,6.8,-1.55316
-3.2,6.8,1,1,-3.2,6.8,-1.55316
-3,6.8,1,1,-3,6.8,-1.55316
-2.8,6.8,1,1,-2.8,6.8,-1.3807
-2.6,6.8,1,1,-2.6,6.8,-1.20215
-2.4,6.8,1,1,-2.4,6.8,-1.16829
-2.2,6.8,1,1,-2.2,6.8,-0.885823
-2,6.8,1,1,-2,6.8,-0.603353
-1.8,6.8,1,1,-1.8,6.8,-0.320882
-1.6,6.8,1,1,-1.6,6.8,-0.264743
-1.4,6.8,1,1,-1.4,6.8,-0.264743
-1.2,6.8,1,1,-1.2,6.8,-0.526528
-1,6.8,1,1,-1,6.8,-0.399605
-0.8,6.8,1,1,-0.8,6.8,-0.399605
-0.6,6.8,1,1,-0.6,6.8,-0.399605
-0.4,6.8,1,1,-0.4,6.8,-0.558646
-0.2,6.8,1,1,-0.2,6.8,-0.841117
0,6.8,1,1,0,6.8,-1.02235
0.2,6.8,1,1,0.2,6.8,-1.02235
0.4,6.8,1,1,0.4,6.8,-1.02235
0.6,6.8,1,1,0.6,6.8,-1.02235
0.8,6.8,1,1,0.8,6.8,-0.833077
1,6.8,1,1,1,6.8,-0.833077
1.2,6.8,1,1,1.2,6.8,-0.785221
1.4,6.8,1,1,1.4,6.8,-0.50275
1.6,6.8,1,1,1.6,6.8,-0.492753
1.8,6.8,1,1,1.8,6.8,-0.492753
2,6.8,1,1,2,6.8,-0.492753
2.2,6.8,1,1,2.2,6.8,-0.62713
2.4,6.8,1,1,2.4,6.8,-0.9096
2.6,6.8,1,1,2.6,6.8,-1.19207
2.8,6.8,1,1,2.8,6.8,-1.03275
3,6.8,1,1,3,6.8,-0.750283
3.2,6.8,1,1,3.2,6.8,-0.578956
3.4,6.8,1,1,3.4,6.8,-0.578956
3.6,6.8,1,1,3.6,6.8,-0.578956
3.8,6.8,1,1,3.8,6.8,-0.578956
4,6.8,1,1,4,6.8,-0.662068
4.2,6.8,1,1,4.2,6.8,-0.944538
4.4,6.8,1,1,4.4,6.8,-1.22701
4.6,6.8,1,1,4.6,6.8,-1.21869
4.8,6.8,1,1,4.8,6.8,-1.21869
5,6.8,1,1,5,6.8,-1.21869
5.2,6.8,1,1,5.2,6.8,-1.21869
5.4,6.8,1,1,5.4,6.8,-1.21869
5.6,6.8,1,1,5.6,6.8,-1.21869
5.8,6.8,1,1,5.8,6.8,-1.21869
6,6.8,1,1,6,6.8,-1.21869
6.2,6.8,1,1,6.2,6.8,-1.21869
6.4,6.8,1,1,6.4,6.8,-1.02034
6.6,6.8,1,1,6.6,6.8,-0.73787
6.8,6.8,1,1,6.8,6.8,-0.4554
7,6.8,1,1,7,6.8,-0.209794
7.2,6.8,1,1,7.2,6.8,-0.209794
7.4,6.8,1,1,7.4,6.8,-0.39201
7.6,6.8,1,1,7.6,6.8,-0.547072
7.8,6.8,1,1,7.8,6.8,-0.630449
8,6.8,1,1,8,6.8,-0.630449
8.2,6.8,1,1,8.2,6.8,-0.854407
8.4,6.8,1,1,8.4,6.8,-1.09965
8.6,6.8,1,1,8.6,6.8,-0.817182
8.8,6.8,1,1,8.8,6.8,-0.534712
9,6.8,1,1,9,6.8,-0.4077
9.2,6.8,1,1,9.2,6.8,-0.35493
9.4,6.8,1,1,9.4,6.8,-0.35493
9.6,6.8,1,1,9.6,6.8,-0.35493
9.8,6.8,1,1,9.8,6.8,-0.507679
-10,7,1,1,-10,7,-1.21165
-9.8,7,1,1,-9.8,7,-1.21165
-9.6,7,1,1,-9.6,7,-1.21165
-9.4,7,1,1,-9.4,7,-1.05935
-9.2,7,1,1,-9.2,7,-0.776877
-9,7,1,1,-9,7,-0.494407
-8.8,7,1,1,-8.8,7,-0.27128
-8.6,7,1,1,-8.6,7,-0.204278
-8.4,7,1,1,-8.4,7,-0.273968
-8.2,7,1,1,-8.2,7,-0.556438
-8,7,1,1,-8,7,-0.30525
-7.8,7,1,1,-7.8,7,-0.0905792
-7.6,7,1,1,-7.6,7,-0.25969
-7.4,7,1,1,-7.4,7,-0.54216
-7.2,7,1,1,-7.2,7,-0.82463
-7,7,1,1,-7,7,-1.04926
-6.8,7,1,1,-6.8,7,-1.04926
-6.6,7,1,1,-6.6,7,-1.04926
-6.4,7,1,1,-6.4,7,-1.04926
-6.2,7,1,1,-6.2,7,-1.04926
-6,7,1,1,-6,7,-1.05865
-5.8,7,1,1,-5.8,7,-1.34112
-5.6,7,1,1,-5.6,7,-1.14613
-5.4,7,1,1,-5.4,7,-0.86366
-5.2,7,1,1,-5.2,7,-0.737183
-5,7,1,1,-5,7,-0.737183
-4.8,7,1,1,-4.8,7,-0.737183
-4.6,7,1,1,-4.6,7,-0.737183
-4.4,7,1,1,-4.4,7,-0.737183
-4.2,7,1,1,-4.2,7,-0.831162
-4,7,1,1,-4,7,-1.11363
-3.8,7,1,1,-3.8,7,-1.3961
-3.6,7,1,1,-3.6,7,-1.67857
-3.4,7,1,1,-3.4,7,-1.83563
-3.2,7,1,1,-3.2,7,-1.83563
-3,7,1,1,-3,7,-1.66317
-2.8,7,1,1,-2.8,7,-1.48462
-2.6,7,1,1,-2.6,7,-1.45076
-2.4,7,1,1,-2.4,7,-1.16829
-2.2,7,1,1,-2.2,7,-0.885823
-2,7,1,1,-2,7,-0.603353
-1.8,7,1,1,-1.8,7,-0.320882
-1.6,7,1,1,-1.6,7,-0.0384123
-1.4,7,1,1,-1.4,7,-0.244058
-1.2,7,1,1,-1.2,7,-0.526528
-1,7,1,1,-1,7,-0.682075
-0.8,7,1,1,-0.8,7,-0.682075
-0.6,7,1,1,-0.6,7,-0.682075
-0.4,7,1,1,-0.4,7,-0.682075
-0.2,7,1,1,-0.2,7,-0.841117
0,7,1,1,0,7,-1.12359
0.2,7,1,1,0.2,7,-1.30482
0.4,7,1,1,0.4,7,-1.30482
0.6,7,1,1,0.6,7,-1.03803
0.8,7,1,1,0.8,7,-0.755558
1,7,1,1,1,7,-0.550607
1.2,7,1,1,1.2,7,-0.550607
1.4,7,1,1,1.4,7,-0.550607
1.6,7,1,1,1.6,7,-0.550607
1.8,7,1,1,1.8,7,-0.656793
2,7,1,1,2,7,-0.775223
2.2,7,1,1,2.2,7,-0.775223
2.4,7,1,1,2.4,7,-0.9096
2.6,7,1,1,2.6,7,-1.14532
2.8,7,1,1,2.8,7,-1.03275
3,7,1,1,3,7,-0.750283
3.2,7,1,1,3.2,7,-0.467813
3.4,7,1,1,3.4,7,-0.296486
3.6,7,1,1,3.6,7,-0.296486
3.8,7,1,1,3.8,7,-0.379598
4,7,1,1,4,7,-0.662068
4.2,7,1,1,4.2,7,-0.944538
4.4,7,1,1,4.4,7,-1.22701
4.6,7,1,1,4.6,7,-1.19361
4.8,7,1,1,4.8,7,-0.936223
5,7,1,1,5,7,-0.936223
5.2,7,1,1,5.2,7,-0.936223
5.4,7,1,1,5.4,7,-0.936223
5.6,7,1,1,5.6,7,-0.936223
5.8,7,1,1,5.8,7,-0.936223
6,7,1,1,6,7,-0.936223
6.2,7,1,1,6.2,7,-1.06616
6.4,7,1,1,6.4,7,-1.02034
6.6,7,1,1,6.6,7,-0.73787
6.8,7,1,1,6.8,7,-0.492264
7,7,1,1,7,7,-0.492264
7.2,7,1,1,7.2,7,-0.492264
7.4,7,1,1,7.4,7,-0.492264
7.6,7,1,1,7.6,7,-0.67448
7.8,7,1,1,7.8,7,-0.829541
8,7,1,1,8,7,-0.912919
8.2,7,1,1,8.2,7,-0.912919
8.4,7,1,1,8.4,7,-1.09965
8.6,7,1,1,8.6,7,-0.817182
8.8,7,1,1,8.8,7,-0.534712
9,7,1,1,9,7,-0.252242
9.2,7,1,1,9.2,7,-0.12523
9.4,7,1,1,9.4,7,-0.312698
9.6,7,1,1,9.6,7,-0.595169
9.8,7,1,1,9.8,7,-0.6374
-10,7.2,1,1,-10,7.2,-1.49412
-9.8,7.2,1,1,-9.8,7.2,-1.49412
-9.6,7.2,1,1,-9.6,7.2,-1.34182
-9.4,7.2,1,1,-9.4,7.2,-1.05935
-9.2,7.2,1,1,-9.2,7.2,-0.776877
-9,7.2,1,1,-9,7.2,-0.55375
-8.8,7.2,1,1,-8.8,7.2,-0.290973
-8.6,7.2,1,1,-8.6,7.2,-0.0781916
-8.4,7.2,1,1,-8.4,7.2,-0.273968
-8.2,7.2,1,1,-8.2,7.2,-0.556438
-8,7.2,1,1,-8,7.2,-0.373049
-7.8,7.2,1,1,-7.8,7.2,-0.373049
-7.6,7.2,1,1,-7.6,7.2,-0.373049
-7.4,7.2,1,1,-7.4,7.2,-0.54216
-7.2,7.2,1,1,-7.2,7.2,-0.766787
-7,7.2,1,1,-7,7.2,-0.766787
-6.8,7.2,1,1,-6.8,7.2,-0.766787
-6.6,7.2,1,1,-6.6,7.2,-0.766787
-6.4,7.2,1,1,-6.4,7.2,-0.766787
-6.2,7.2,1,1,-6.2,7.2,-0.776179
-6,7.2,1,1,-6,7.2,-1.05865
-5.8,7.2,1,1,-5.8,7.2,-1.34112
-5.6,7.2,1,1,-5.6,7.2,-1.14613
-5.4,7.2,1,1,-5.4,7.2,-1.01965
-5.2,7.2,1,1,-5.2,7.2,-1.01965
-5,7.2,1,1,-5,7.2,-1.01965
-4.8,7.2,1,1,-4.8,7.2,-1.01965
-4.6,7.2,1,1,-4.6,7.2,-1.01965
-4.4,7.2,1,1,-4.4,7.2,-1.01965
-4.2,7.2,1,1,-4.2,7.2,-1.01965
-4,7.2,1,1,-4,7.2,-1.11363
-3.8,7.2,1,1,-3.8,7.2,-1.3961
